,bubbleSort,selectionSort
10,0.006482525366403607,0.0014833127317676143
12,0.09838562290587875,0.028021847542151507
14,4.050153531218014,0.18425460636515914
15,5.987880671224363,1.3577472236911687
16,3.6460684062059237,2.0614263970428355
