,quickSort,heapSort,mergeSort,bitonicSort
12,0.043859649122807015,0.03260869565217391,0.0,0.20833333333333334
14,0.43243243243243246,0.23846153846153847,0.26732673267326734,0.6576576576576577
15,0.6262626262626263,0.4,0.4732824427480916,0.8862275449101797
16,1.0263157894736843,0.5501858736059481,1.0387596899224807,1.5502008032128516
17,1.5438596491228067,0.9230769230769232,1.9205298013245033,1.8218085106382977
18,3.577777777777778,1.1631205673758864,2.915343915343916,1.6946778711484594
19,2.7458033573141485,0.9908088235294118,3.214983713355049,1.5664194200944033
20,2.834002677376171,0.9549825174825174,3.0081967213114753,1.6078366809351334
21,3.0816901408450708,0.9371530531324346,3.279751332149201,1.7034585470792656
